record_id;sync_timestamp;device_id;patient_id;patient_ci;patient_name;patient_last_name_1;patient_last_name_2;patient_sex;patient_birth_date;patient_department;patient_municipality;patient_community;patient_indigenous;vaccination_date;vaccine_code;vaccine_name;dose_number;facility_code;facility_name;lot_number;storage_temp_celsius;patient_age_days;administration_route;gps_latitude;gps_longitude;gps_accuracy_meters;observations
MOVIL-001551;2024-11-12T11:39:47;TAB-PT-01;MOV-00538;68087885 OR;Sofía;Colque;Tarqui;F;29/3/2017;Oruro;Antequera;Comunidad Ravelo;True;2024-11-12T11:57:31;VAC-025;Influenza Estacional;1.0;EST-OR-0259;Centro Ambulatorio San Antonio;LOT-PFZ-2024-122;7.8;2785;Intramuscular;-17.470.853;-67.461.846;10.0;Segunda visita - completar esquema
MOVIL-001552;2024-11-02T07:11:23;TAB-CH-06;MOV-00094;56849014 OR;Edwin;Quispe;Alanoca;M;5/4/2021;Oruro;Caracollo;Comunidad Chacala;False;2024-11-02T13:17:21;VAC-002;Pentavalente;1.0;EST-OR-0240;Posta Sanitaria Litoral;LOT-AZN-2024-527;3.9;1307;Intramuscular;-18.445.688;-66.735.506;5.0;
MOVIL-001553;2024-06-28T14:36:16;TAB-CH-04;MOV-00954;66158990 OR;Evaristo;Yujra;Rojas;M;4/10/2023;Oruro;Salinas de Garci Mendoza;Comunidad Chacala;False;2024-06-28T07:14:21;VAC-007;Antipolio IPV;1.0;TEMP-BRIGADA-002;Carpa Campaña SRP Llallagua;LOT-GSK-2024-382;6.7;268;Intramuscular;-17.875.295;-66.535.024;5.0;Campaña puerta a puerta
MOVIL-001554;2024-02-08T12:20:25;TAB-OR-06;MOV-00612;4446839 CH;Pedro;Cruz;Choque;M;29/1/2024;Chuquisaca;Villa Abecia;Comunidad Chipaya;True;2024-02-08T16:22:53;VAC-002;Pentavalente;1.0;EST-CH-0288;Posta de Salud Temporal;LOT-AZN-2024-578;-2.0;10;Subcutánea;-19.018.169;-65.296.574;5.0;Vacunación en unidad educativa
MOVIL-001555;2024-07-08T07:43:53;TAB-CH-01;MOV-01054;54126585 OR;Rosa;Choque Huanca;Chipana;F;23/3/2022;Oruro;Challapata;Ayllu Pocoata;True;2024-07-08T16:17:46;VAC-019;SRP (Triple Viral);1.0;EST-OR-0251;Posta Sanitaria Villa Primavera;LOT-BIO-2024-557;0.5;838;Subcutánea;-18.296.091;-67.554.716;100.0;Brigada móvil comunitaria
MOVIL-001556;2024-09-20T11:19:56;TAB-PT-04;MOV-00764;;Juana;Condori;Chipana;F;24/5/2024;Chuquisaca;Padilla;Comunidad Calacoto;False;2024-09-20T09:28:06;VAC-012;Antineumocócica;1.0;EST-CH-0289;Centro Ambulatorio Alalay;LOT-SII-2024-324;0.0;119;Intramuscular;-18.703.039;-64.636.245;5.0;Segunda visita - completar esquema
MOVIL-001557;2025-04-30T13:12:56;TAB-PT-03;MOV-00212;76057004 OR;Daniela;Huanca;Limachi;F;3/1/2022;Oruro;Eucaliptus;Comunidad Chipaya;False;2025-04-30T08:50:37;VAC-019;SRP (Triple Viral);1.0;EST-PT-9001;Posta Temporal Chacala;LOT-SNF-2025-127;17.6;1213;Subcutánea;-17.828.544;-6.734.381;15.0;Referido de posta vecina
MOVIL-001558;2025-04-09T09:31:21;TAB-OR-05;MOV-00621;13350251 OR;Daniela;Callisaya;Condori Poma;F;30/3/2022;Oruro;Toledo;Ayllu Pocoata;False;2025-04-09T16:53:41;VAC-003;Pentavalente;2.0;MOVIL-CH-001;Posta Comunidad Chipaya;LOT-SII-2025-975;7.4;1106;Intramuscular;-18.148.325;-67.247.209;10.0;Segunda visita - completar esquema
MOVIL-001559;2024-04-11T08:59:44;TAB-OR-01;MOV-00434;77384571 CH;Carlos;Tarqui;Rojas;M;16/7/2023;Chuquisaca;Huacareta;Ayllu Pocoata;False;2024-04-11T16:54:06;VAC-015;Anti-rotavirus;1.0;EST-CH-0272;Centro Integral de Salud Senkata;LOT-SNF-2024-570;4.4;270;Subcutánea;-19.812.278;-64.739.167;15.0;
MOVIL-001560;2025-01-29T11:45:31;TAB-OR-07;MOV-00369;99309741 PT;Efraín;Quispe;Limachi;M;18/1/2020;Potosí;Villazón;;True;2025-01-29T13:41:36;VAC-025;Influenza Estacional;1.0;EST-PT-0233;Puesto de Salud San Pedro;LOT-AZN-2025-445;18.4;1838;Intramuscular;-1.921.108;-66.029.164;15.0;Segunda visita - completar esquema
MOVIL-001561;2025-05-05T08:28:14;TAB-CH-04;MOV-01045;56070845 OR;Óscar;Mamani Quispe;Poma;M;31/3/2020;Oruro;Machacamarca;Sindicato Tacobamba;False;2025-05-05T16:52:44;VAC-025;Influenza Estacional;1.0;EST-OR-0259;Centro Ambulatorio San Antonio;LOT-SNF-2025-335;7.3;1861;Intramuscular;-18.295.882;-6.691.893;5.0;
MOVIL-001562;2025-01-07T08:24:03;TAB-PT-06;MOV-00911;;Santos;Chipana;Choque Huanca;M;16/3/2019;Potosí;Uncía;Ayllu Macha;False;2025-01-07T15:41:50;VAC-025;Influenza Estacional;1.0;EST-PT-0216;Micro Hospital Equipetrol;LOT-SII-2025-329;8.5;2124;Intramuscular;-18.501.466;-64.958.298;5.0;
MOVIL-001563;2024-08-17T14:53:14;TAB-OR-03;MOV-00082;84667964 CH;Gregoria;Chipana;Machaca;F;13/5/2023;Chuquisaca;Padilla;Ayllu Laymes;True;2024-08-17T07:14:53;VAC-008;Antipolio bOPV;2.0;EST-CH-0276;Puesto de Salud Plan 3000;LOT-PFZ-2024-279;8.5;462;Oral;-19.261.295;-64.906.994;25.0;Vacunación en unidad educativa
MOVIL-001564;2024-05-30T09:49:47;TAB-PT-03;MOV-00885;;Fortunata;Chipana;Marca;F;4/5/2024;Potosí;Uyuni;Ayllu Macha;True;2024-05-30T08:01:57;VAC-001;BCG;1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-SNF-2024-973;9.3;26;Intradérmica;-20.570.383;-65.949.339;10.0;
MOVIL-001565;2025-05-23T08:25:48;TAB-OR-03;MOV-00068;3966422 PT;Santusa;Chambi;Marca;F;27/3/2018;Potosí;Villazón;Comunidad Tinquipaya;True;2025-05-23T12:48:07;VAC-025;Influenza Estacional;1.0;EST-PT-0222;Puesto de Salud Sacaba Sur;LOT-PFZ-2025-655;3.6;2614;Intramuscular;-19.681.659;-65.826.313;25.0;Vacunación en unidad educativa
MOVIL-001566;2024-02-21T10:56:39;TAB-OR-05;MOV-00859;11293122 PT;Carlos;Calle;Machaca;M;19/2/2022;Potosí;Ravelo;Ayllu Qhara Qhara;True;2024-02-21T13:17:16;VAC-001;BCG;1.0;EST-PT-0226;Centro Ambulatorio Jaihuayco;LOT-SII-2024-719;6.1;732;Intradérmica;-19.665.775;-65.706.352;25.0;Segunda visita - completar esquema
MOVIL-001567;2025-05-08T11:51:00;TAB-OR-02;MOV-00541;33121967 PT;Silvestre;Ticona;Laura;M;13/10/2019;Potosí;Uyuni;Comunidad Quillacas;True;2025-05-08T16:51:01;VAC-025;Influenza Estacional;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-BIO-2025-832;7.7;2034;Intramuscular;-20.067.517;-64.607.873;15.0;
MOVIL-001568;2024-10-23T10:06:04;TAB-PT-02;MOV-00065;14630084 PT;Domitila;Quisbert;Tarqui;F;7/1/2023;Potosí;Betanzos;;True;2024-10-23T09:55:02;VAC-020;SRP (Triple Viral);2.0;EST-PT-0225;Posta de Salud Alalay;LOT-SII-2024-218;4.3;655;Subcutánea;-1.990.103;-64.636.852;25.0;
MOVIL-001569;2025-03-11T12:16:05;TAB-CH-04;MOV-00477;25556224 PT;Paola;Catari;Yujra;F;13/12/2003;Potosí;Betanzos;Comunidad Chipaya;True;2025-03-11T16:09:40;VAC-025;Influenza Estacional;1.0;EST-PT-0226;Centro Ambulatorio Jaihuayco;LOT-AZN-2025-319;3.4;7759;Intramuscular;-19.244.748;-64.647.445;25.0;Vacunación en unidad educativa
MOVIL-001570;2024-01-10T09:35:12;TAB-PT-03;MOV-00994;54997927 CH;Santusa;Rojas;Machaca;F;24/7/2011;Chuquisaca;Zudáñez;Comunidad Culpina;True;2024-01-10T12:42:03;VAC-023;VPH;2.0;TEMP-BRIGADA-003;Punto Móvil Uncía;LOT-AZN-2024-116;8.1;4553;Intramuscular;-19.874.607;-6.530.886;50.0;Campaña puerta a puerta
MOVIL-001571;2024-08-03T14:00:01;TAB-CH-03;MOV-00687;52920052 CH;Saturnino;Machaca;Siñani;M;24/4/2003;Chuquisaca;Yamparáez;Comunidad Ocurí;True;2024-08-03T16:06:28;VAC-025;Influenza Estacional;1.0;EST-CH-0277;Policlínico Pampa de la Isla;LOT-GSK-2024-922;4.1;7772;Intramuscular;-19.530.965;-64.519.313;15.0;Segunda visita - completar esquema
MOVIL-001572;2025-04-23T09:55:45;TAB-CH-06;MOV-00081;88255618 PT;Wilmer;Torrez;Quispe;M;7/3/2020;Potosí;Colquechaca;Comunidad Culpina;True;2025-04-23T14:28:07;;;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-GSK-2025-725;7.7;1873;Intramuscular;-20.726.856;-66.905.145;25.0;
MOVIL-001573;2024-01-22T07:47:12;TAB-CH-06;MOV-00285;;Miguel;Alanoca;Vargas;M;25/1/2020;Oruro;Challapata;Comunidad Salinas;False;2024-01-22T14:20:25;VAC-004;Pentavalente;3.0;EST-OR-0241;Posta de Salud Tupac Katari;LOT-AZN-2024-231;4.5;1458;Intramuscular;-18.276.018;-67.603.417;100.0;
MOVIL-001574;2024-02-17T15:32:19;TAB-PT-01;MOV-00624;65360247 OR;José;Rojas;Quispe;M;1/3/2020;Oruro;Salinas de Garci Mendoza;Comunidad Salinas;True;2024-02-17T14:34:33;VAC-009;Antipolio bOPV;3.0;EST-OR-0240;Posta Sanitaria Litoral;LOT-AZN-2024-886;6.6;1448;Oral;-17.826.535;-66.333.984;5.0;Campaña puerta a puerta
MOVIL-001575;2024-04-12T10:29:52;TAB-CH-01;MOV-00125;30342048 OR;Evaristo;Condori;Mendoza;M;17/7/2023;Oruro;Antequera;Comunidad Culpina;True;2024-04-12T12:49:12;VAC-015;Anti-rotavirus;1.0;EST-OR-0251;Posta Sanitaria Villa Primavera;LOT-SNF-2024-722;6.6;270;Intradérmica;-18.082.205;-66.823.092;5.0;
MOVIL-001576;2024-10-07T07:31:07;TAB-OR-04;MOV-00768;94715022 PT;Fortunato;Torrez;Cruz;M;5/4/2011;Potosí;Uyuni;;False;2024-10-07T07:20:13;;;1.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-GSK-2024-404;19.5;4934;Intramuscular;-19.958.124;-6.665.476;50.0;Campaña puerta a puerta
MOVIL-001577;2024-05-20T14:35:25;TAB-PT-01;MOV-01067;16036750 PT;Claudia;Chambi;Nina;F;5/9/2019;Potosí;Tupiza;Comunidad Chipaya;True;2024-05-20T07:24:51;VAC-007;Antipolio IPV;1.0;EST-PT-0205;Centro Ambulatorio Mallasa;LOT-GSK-2024-406;2.1;1719;Intramuscular;-19.673.292;-66.023.431;10.0;
MOVIL-001578;2024-03-09T10:26:23;TAB-OR-01;MOV-00351;;Silvestre;Condori;Chipana;M;2/12/1989;Oruro;Toledo;Comunidad Caripuyo;False;2024-03-09T11:44:21;VAC-024;dT Adulto;1.0;EST-OR-0258;Posta Sanitaria Villa Fátima;LOT-GSK-2024-680;10.4;12516;Intramuscular;-17.697.973;-67.247.279;5.0;
MOVIL-001579;2025-03-24T16:05:13;TAB-CH-01;MOV-01049;62864145 PT;Petrona;Vargas;Calle;F;11/4/2008;Potosí;Sacaca;Comunidad Culpina;True;2025-03-24T10:30:26;VAC-025;Influenza Estacional;1.0;EST-PT-0230;Centro Integral de Salud San Sebastián;LOT-PFZ-2025-575;-0.5;6191;Intramuscular;-18.502.879;-64.710.097;5.0;Referido de posta vecina
MOVIL-001580;2025-06-24T13:08:06;TAB-CH-01;MOV-00351;;Silvestre;Condori;Chipana;M;2/12/1989;Oruro;Toledo;Comunidad Caripuyo;False;2025-06-24T07:14:14;VAC-025;Influenza Estacional;1.0;EST-OR-0237;Centro Ambulatorio Franz Tamayo;LOT-SII-2025-545;7.4;12988;Intramuscular;-17.398.018;-66.351.445;50.0;Campaña puerta a puerta
MOVIL-001581;2024-12-04T11:12:50;TAB-PT-02;MOV-00242;;Óscar;Torrez;Laura;M;12/10/1991;Chuquisaca;Camargo;Comunidad Chacala;False;2024-12-04T15:32:22;VAC-025;Influenza Estacional;1.0;EST-CH-0277;Policlínico Pampa de la Isla;LOT-SNF-2024-625;8.7;12107;Intramuscular;-19.057.134;-65.053.742;5.0;
MOVIL-001582;2025-03-22T16:31:42;TAB-PT-04;MOV-00294;22731798 PT;Claudia;Villca;Choque;F;28/9/1995;Potosí;Llallagua;Comunidad Tolapampa;False;2025-03-22T14:19:46;VAC-025;Influenza Estacional;1.0;EST-PT-0235;Posta de Salud Villa Ingenio;LOT-GSK-2025-799;8.2;10768;Intramuscular;-20.484.575;-64.787.494;15.0;Referido de posta vecina
MOVIL-001583;2024-12-05T08:25:56;TAB-PT-03;MOV-00376;16942096 PT;Dionisio;Chura;Yapura;M;20/6/2020;Potosí;Villazón;Ayllu Pocoata;True;2024-12-05T09:09:24;VAC-021;Antiamarílica (FA);1.0;EST-PT-0210;Micro Hospital Ciudad Satélite;LOT-AZN-2024-246;18.9;1629;Subcutánea;-19.943.198;-66.639.545;5.0;
MOVIL-001584;2025-02-03T13:00:31;TAB-PT-01;MOV-00673;25336228 OR;Tomasa;Machaca;Flores;F;1/12/2015;Oruro;Huanuni;Comunidad Salinas;True;2025-02-03T08:17:58;VAC-025;Influenza Estacional;1.0;EST-OR-0242;Centro Integral de Salud Bartolina Sisa;LOT-SII-2025-163;5.0;3352;Intramuscular;-18.195.768;-67.367.903;50.0;Campaña puerta a puerta
MOVIL-001585;2024-04-12T15:22:38;TAB-CH-05;MOV-00393;;Eusebia;Nina;Quisbert;F;26/4/2021;Oruro;Toledo;;True;2024-04-12T10:22:42;VAC-021;Antiamarílica (FA);1.0;MOVIL-OR-001;Punto Móvil Salinas;LOT-SNF-2024-961;9.7;1082;Subcutánea;-1.784.681;-66.674.556;50.0;
MOVIL-001586;2024-08-23T12:25:40;TAB-CH-03;MOV-00633;91820278 PT;Carmen;Chambi;Villca;F;6/2/2004;Potosí;Llallagua;Comunidad Chipaya;True;2024-08-23T11:42:28;VAC-024;dT Adulto;1.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-SII-2024-195;7.4;7504;Intramuscular;-18.394.006;-66.853.833;5.0;
MOVIL-001587;2024-08-27T14:07:04;TAB-OR-04;MOV-01171;83079634 PT;José;Flores;Marca;M;11/10/2021;Potosí;Puna;Comunidad San Pedro de Quemes;True;2024-08-27T08:49:20;VAC-009;Antipolio bOPV;3.0;EST-PT-0233;Puesto de Salud San Pedro;LOT-BIO-2024-463;7.4;1051;Oral;-19.860.438;-66.289.609;15.0;Campaña puerta a puerta
MOVIL-001588;2024-03-14T15:59:41;TAB-CH-07;MOV-00500;1171277 CH;Rosa;Mamani Quispe;Nina;F;20/10/2020;Chuquisaca;Monteagudo;Ayllu Pocoata;False;2024-03-14T12:46:25;VAC-025;Influenza Estacional;1.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-BIO-2024-135;4.7;1241;Intramuscular;-20.036.175;-65.992.142;5.0;
MOVIL-001589;2024-04-09T13:20:12;TAB-PT-05;MOV-00213;62069572 OR;David;Vargas;Colque;M;17/9/1991;Oruro;Caracollo;Ayllu Chayantaka;False;2024-04-09T16:39:06;VAC-024;dT Adulto;1.0;EST-OR-0254;Posta de Salud Unión;AZN2024633;6.0;11893;Intramuscular;-18.071.703;-66.971.387;50.0;Segunda visita - completar esquema
MOVIL-001590;2025-04-12T14:28:39;TAB-OR-01;MOV-00135;70551130 PT;Nayeli;Chipana;Copa;F;14/9/2021;Potosí;Potosí;;False;2025-04-12T14:01:34;VAC-020;SRP (Triple Viral);2.0;EST-PT-0230;Centro Integral de Salud San Sebastián;LOT-SNF-2025-992;4.3;1306;Subcutánea;-18.413.591;-6.475.056;15.0;
MOVIL-001591;2024-11-02T16:53:20;TAB-OR-03;MOV-00718;38421725 OR;Bernarda;Flores;Cruz;F;23/9/2020;Oruro;Oruro;Comunidad Ravelo;True;2024-11-02T08:16:48;VAC-002;Pentavalente;1.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOT-GSK-2024-290;3.9;1501;Intramuscular;-17.261.019;-66.459.817;50.0;
MOVIL-001592;2024-10-04T16:46:27;TAB-OR-01;MOV-00756;68976702 CH;Nayeli;Flores;Mamani Quispe;F;23/5/1988;Chuquisaca;Presto;Ayllu Qhara Qhara;True;2024-10-04T11:40:32;VAC-024;dT Adulto;1.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-SII-2024-662;6.6;13283;Intramuscular;-18.949.888;-64.291.711;15.0;
MOVIL-001593;2024-06-08T11:45:50;TAB-OR-04;MOV-00269;56725103 CH;Silvestre;Nina;Chambi;M;7/1/2023;Chuquisaca;Padilla;Comunidad Tinquipaya;False;2024-06-08T15:00:32;VAC-003;Pentavalente;2.0;EST-CH-0281;Centro Integral de Salud Urbarí;LOT-AZN-2024-437;5.9;518;Intramuscular;-1.992.425;-64.526.604;5.0;Brigada móvil comunitaria
MOVIL-001594;2024-02-02T16:29:05;TAB-PT-02;MOV-00723;62398562 CH;Silvestre;Catari;Paco;M;18/9/1984;Chuquisaca;Sucre;Comunidad Culpina;False;2024-02-02T15:33:51;VAC-024;dT Adulto;1.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-SII-2024-823;5.3;14381;Intramuscular;-18.159.667;-65.330.105;5.0;Vacunación en unidad educativa
MOVIL-001595;2024-03-02T15:34:44;TAB-OR-06;MOV-00965;70653170 CH;Óscar;Rojas;Chambi;M;17/1/2024;Chuquisaca;Sucre;Comunidad Huari;False;2024-03-02T12:06:04;VAC-017;Influenza Pediátrica;1.0;EST-CH-0279;Centro de Salud La Ramada;LOT-PFZ-2024-512;7.0;45;Intramuscular;-18.500.472;-65.362.969;10.0;Brigada móvil comunitaria
MOVIL-001596;2024-12-26T15:26:26;TAB-OR-05;MOV-00764;;Juana;Condori;Chipana;F;16/12/2024;Chuquisaca;Padilla;Comunidad Calacoto;False;2024-12-26T13:16:43;VAC-002;Pentavalente;1.0;EST-CH-0286;Policlínico Sacaba Sur;LOT-SII-2024-763;4.5;10;Intramuscular;-19.708.124;-65.896.595;5.0;
MOVIL-001597;2025-02-19T12:29:49;TAB-OR-01;MOV-00390;33080782 PT;Evaristo;Siñani;Villca;M;3/12/2013;Potosí;Potosí;;True;2025-02-19T07:24:35;VAC-023;VPH;2.0;EST-PT-0230;Centro Integral de Salud San Sebastián;LOT-PFZ-2025-657;5.3;4096;Intramuscular;-19.910.652;-66.428.091;50.0;
MOVIL-001598;2024-03-25T07:36:52;TAB-PT-05;MOV-01189;90259632 PT;Paola;Mamani Quispe;Chipana;F;13/6/2021;Potosí;Colquechaca;Ayllu Laymes;True;2024-03-25T14:24:50;VAC-019;SRP (Triple Viral);1.0;EST-PT-0217;Puesto de Salud Urbarí;LOT-GSK-2024-640;3.6;1016;Subcutánea;-20.473.266;-66.103.266;10.0;
MOVIL-001599;2024-04-29T09:36:11;TAB-OR-01;MOV-00378;27632954 CH;Gregoria;Flores;Machaca;F;8/6/2020;Chuquisaca;Mojocoya;Comunidad Salinas;True;2024-04-29T14:53:24;VAC-002;Pentavalente;1.0;EST-CH-0266;Posta Sanitaria Irpavi;LOT-PFZ-2024-196;5.8;1421;Intramuscular;-18.194.419;-65.464.272;10.0;Vacunación en unidad educativa
MOVIL-001600;2024-04-19T10:51:08;TAB-PT-05;MOV-01154;10255211 PT;Wilmer;Mamani Quispe;Catari;M;28/9/2023;Potosí;Uncía;Comunidad Ocurí;False;2024-04-19T10:06:31;VAC-017;Influenza Pediátrica;1.0;EST-PT-0217;Puesto de Salud Urbarí;LOT-SII-2024-584;7.5;204;Intramuscular;-18.641.948;-65.188.707;100.0;Brigada móvil comunitaria
MOVIL-001601;2025-04-10T16:37:44;TAB-PT-07;MOV-00637;;Eusebio;Machaca;Vargas;M;17/11/2022;Potosí;Puna;Sindicato Tacobamba;False;2025-04-10T16:53:00;VAC-001;BCG;1.0;EST-PT-0230;Centro Integral de Salud San Sebastián;LOT-AZN-2025-849;4.9;875;Intradérmica;-20.500.783;-646.734;5.0;
MOVIL-001602;2024-07-27T14:42:07;TAB-PT-01;MOV-00111;78937327 CH;Petrona;Nina;Yapura;F;19/8/2021;Chuquisaca;Tarabuco;Comunidad Tinquipaya;True;2024-07-27T08:19:35;VAC-008;Antipolio bOPV;2.0;EST-CH-0288;Posta de Salud Temporal;LOT-PFZ-2024-668;16.2;1073;Oral;-18.344.444;-64.592.354;10.0;Segunda visita - completar esquema
MOVIL-001603;2025-03-17T09:00:45;TAB-OR-06;MOV-00350;78842160 OR;Sofía;Apaza;Catari;F;2/11/2023;Oruro;Salinas de Garci Mendoza;Ayllu Chayantaka;True;2025-03-17T15:36:06;VAC-008;Antipolio bOPV;2.0;EST-OR-0259;Centro Ambulatorio San Antonio;LOT-AZN-2025-499;11.7;501;Oral;-17.950.361;-66.379.506;5.0;
MOVIL-001604;2025-06-06T13:27:34;TAB-PT-06;MOV-00817;;Juan;Ticona;Poma;M;30/8/1999;Oruro;Huanuni;Ayllu Chayantaka;False;2025-06-06T10:11:57;VAC-024;dT Adulto;1.0;EST-OR-0237;Centro Ambulatorio Franz Tamayo;LOT-PFZ-2025-476;6.0;9412;Intramuscular;-17.739.163;-66.659.192;5.0;
MOVIL-001605;2024-03-20T15:22:42;TAB-CH-07;MOV-01041;68181943 CH;Andrés;Choque;Choque Huanca;M;26/7/2022;Chuquisaca;Sucre;Comunidad Tinquipaya;False;2024-03-20T10:42:45;VAC-005;Pentavalente;4.0;EST-CH-0273;Micro Hospital Río Seco;LOT-AZN-2024-992;23.6;603;Intramuscular;-19.752.636;-65.169.551;10.0;Referido de posta vecina
MOVIL-001606;2025-05-31T13:02:07;TAB-PT-05;MOV-01121;83187043 OR;Claudia;Copa;Callisaya;F;5/6/2016;Oruro;Antequera;Comunidad Tinquipaya;True;2025-05-31T11:16:46;VAC-025;Influenza Estacional;1.0;EST-OR-0255;Centro Ambulatorio Libertad;PFZ2025254;2.3;3282;Intramuscular;-18.713.909;-67.156.651;5.0;
MOVIL-001607;2024-07-03T14:22:13;TAB-PT-04;MOV-00317;49591742 OR;Daniela;Callisaya;Tarqui;F;11/8/2022;Oruro;Pazña;Comunidad Culpina;False;2024-07-03T11:45:09;VAC-025;Influenza Estacional;1.0;EST-OR-0249;Posta de Salud Tarapacá;LOT-AZN-2024-705;3.4;692;Intramuscular;-17.578.141;-66.458.337;50.0;Referido de posta vecina
MOVIL-001608;2025-02-22T07:42:29;TAB-OR-02;MOV-00325;52989536 OR;Dionisio;Ticona;Nina;M;8/4/2005;Oruro;Machacamarca;;True;2025-02-22T11:03:01;VAC-024;dT Adulto;1.0;EST-OR-0251;Posta Sanitaria Villa Primavera;LOT-BIO-2025-601;6.4;7260;Intramuscular;-18.409.604;-67.802.306;15.0;
MOVIL-001609;2024-04-15T09:06:28;TAB-PT-02;MOV-00133;59454884 PT;Tomasa;Chura;Condori;F;25/10/1987;Potosí;Tinguipaya;;True;2024-04-15T13:16:12;VAC-024;dT Adulto;1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-PFZ-2024-184;5.1;13322;Intramuscular;-18.739.139;-65.590.998;5.0;Campaña puerta a puerta
MOVIL-001610;2024-07-12T07:06:19;TAB-OR-04;MOV-00091;32199893 PT;Celestino;Marca;Callisaya;M;23/9/2022;Potosí;Potosí;Ayllu Chayantaka;True;2024-07-12T13:52:16;VAC-010;Antipolio bOPV;4.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-SII-2024-975;13.4;658;Oral;-19.585.358;-64.680.549;5.0;Referido de posta vecina
MOVIL-001611;2024-08-14T15:03:39;TAB-OR-01;MOV-00987;80558789 OR;Marco;Catari;Mamani;M;10/12/2008;Oruro;Caracollo;Comunidad Ravelo;True;2024-08-14T14:05:39;VAC-025;Influenza Estacional;1.0;EST-OR-0241;Posta de Salud Tupac Katari;LOT-AZN-2024-669;18.3;5726;Intramuscular;-17.399.777;-66.583.084;10.0;Brigada móvil comunitaria
MOVIL-001612;2024-08-29T09:10:05;TAB-OR-04;MOV-00472;;Celestino;Marca;Mamani Quispe;M;11/12/2023;Chuquisaca;Yamparáez;Ayllu Chayantaka;True;2024-08-29T10:16:21;VAC-008;Antipolio bOPV;2.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-GSK-2024-219;9.7;262;Oral;-19.647.936;-66.097.295;10.0;
MOVIL-001613;2024-12-09T11:56:00;TAB-OR-02;MOV-00447;87266692 PT;Claudia;Siñani;Vargas;F;16/11/1984;Potosí;Cotagaita;;True;2024-12-09T10:34:23;VAC-025;Influenza Estacional;1.0;EST-PT-0222;Puesto de Salud Sacaba Sur;LOT-AZN-2024-490;2.9;14633;Intramuscular;-20.054.789;-64.841.634;15.0;
MOVIL-001614;2024-12-06T08:02:16;TAB-OR-07;MOV-00163;35301851 OR;Silvia;Limachi;Quispe;F;10/11/2021;Oruro;Antequera;Comunidad Caripuyo;True;2024-12-06T13:53:52;VAC-008;Antipolio bOPV;2.0;EST-OR-0258;Posta Sanitaria Villa Fátima;LOT-AZN-2024-907;3.5;1122;Oral;-18.518.125;-66.446.429;25.0;
MOVIL-001615;2025-05-16T10:49:54;TAB-PT-07;MOV-00873;2043423 PT;Domitila;Copa;Callisaya;F;16/1/2013;Potosí;Cotagaita;Comunidad Quillacas;True;2025-05-16T14:07:42;VAC-025;Influenza Estacional;1.0;EST-PT-0206;Posta de Salud Kupini;LOT-GSK-2025-151;2.0;4503;Intramuscular;-18.684.484;-66.173.198;15.0;
MOVIL-001616;2024-04-01T15:37:05;TAB-CH-05;MOV-00509;3029341 OR;Nayeli;Catari;Mamani Quispe;F;27/2/2019;Oruro;Huanuni;;False;2024-04-01T11:41:54;VAC-025;Influenza Estacional;1.0;EST-OR-0259;Centro Ambulatorio San Antonio;LOT-SNF-2024-949;3.5;1860;Intramuscular;-18.648.523;-67.205.165;5.0;
MOVIL-001617;2025-03-20T13:47:39;TAB-CH-03;MOV-00450;;Bernarda;Siñani;Siñani;F;5/10/2009;Potosí;Villazón;Ayllu Laymes;False;2025-03-20T16:12:03;VAC-025;Influenza Estacional;1.0;EST-PT-0209;Puesto de Salud Río Seco;lot-bio-2025-973;5.4;5645;Intramuscular;-18.475.743;-65.624.753;25.0;Brigada móvil comunitaria
MOVIL-001618;2025-06-17T14:42:59;TAB-OR-02;MOV-00457;48152541 OR;Efraín;Torrez;Choque Huanca;M;15/5/2020;Oruro;Oruro;Comunidad Huari;False;2025-06-17T09:38:37;VAC-025;Influenza Estacional;1.0;EST-OR-0236;Puesto de Salud Nuevos Horizontes;LOT-PFZ-2025-822;3.8;1859;Intramuscular;-1.860.208;-67.822.399;25.0;Referido de posta vecina
MOVIL-001619;2024-10-26T14:37:29;TAB-CH-02;MOV-00418;93068012 OR;Carmen;Flores;Limachi;F;4/4/2022;Oruro;Poopó;Comunidad Tolapampa;False;2024-10-26T07:24:27;VAC-004;Pentavalente;3.0;EST-OR-0254;Posta de Salud Unión;LOT-SNF-2024-881;8.4;936;Intramuscular;-18.277.328;-66.634.425;15.0;
